,Unnamed: 0,Tweet,Sarcasm (yes/no),clean_text
3174,3174,Had a great time with the conference.,no,great time conference
3175,3175,Can't wait for more of artists.,yes,cant wait artists
3176,3176,Can't wait for more of the concert.,no,cant wait concert
3177,3177,"writers are so wonderful, said no one ever.",yes,writers wonderful said one
3178,3178,I am always excited for the concert.,no,always excited concert
3179,3179,"Everyone loves doctors, right?",yes,everyone loves doctors right
3180,3180,I just love when doctors happens.,yes,love doctors happens
3181,3181,the workshop are genuinely amazing.,no,workshop genuinely amazing
3182,3182,"Oh great, another engineers. Just what I needed.",yes,oh great another engineers needed
3183,3183,I genuinely love this movie.,no,genuinely love movie
3184,3184,"Had a the game, best experience ever. Not.",yes,game best experience
3185,3185,I just love when athletes happens.,yes,love athletes happens
3186,3186,I just love when the game happens.,yes,love game happens
3187,3187,I am always excited for doctors.,no,always excited doctors
3188,3188,I am always excited for the workshop.,no,always excited workshop
3189,3189,I just love when doctors happens.,yes,love doctors happens
3190,3190,"Everyone loves the game, right?",yes,everyone loves game right
3191,3191,I find this book to be wonderful.,no,find book wonderful
3192,3192,vegetarians are genuinely amazing.,no,vegetarians genuinely amazing
3193,3193,I just love when this movie happens.,yes,love movie happens
3194,3194,"Had a scientists, best experience ever. Not.",yes,scientists best experience
3195,3195,"this movie are so wonderful, said no one ever.",yes,movie wonderful said one
3196,3196,I just love when my new phone happens.,yes,love new phone happens
3197,3197,Had a great time with doctors.,no,great time doctors
3198,3198,I find the game to be wonderful.,no,find game wonderful
3199,3199,Had a great time with the concert.,no,great time concert
3200,3200,"Had a musicians, best experience ever. Not.",yes,musicians best experience
3201,3201,Had a great time with the conference.,no,great time conference
3202,3202,Can't wait for more of the conference.,no,cant wait conference
3203,3203,I find vegetarians to be wonderful.,no,find vegetarians wonderful
3204,3204,athletes are genuinely amazing.,no,athletes genuinely amazing
3205,3205,"engineers are so wonderful, said no one ever.",yes,engineers wonderful said one
3206,3206,Nothing better than a scientists moment.,yes,nothing better scientists moment
3207,3207,"Everyone loves the conference, right?",yes,everyone loves conference right
3208,3208,"Had a artists, best experience ever. Not.",yes,artists best experience
3209,3209,I am always excited for the conference.,no,always excited conference
3210,3210,I find my new phone to be wonderful.,no,find new phone wonderful
3211,3211,Because this book really make everything better.,yes,book really make everything better
3212,3212,"Everyone loves the game, right?",yes,everyone loves game right
3213,3213,Had a great time with athletes.,no,great time athletes
3214,3214,Because the game really make everything better.,yes,game really make everything better
3215,3215,"Had a the concert, best experience ever. Not.",yes,concert best experience
3216,3216,"Had a this movie, best experience ever. Not.",yes,movie best experience
3217,3217,I find the workshop to be wonderful.,no,find workshop wonderful
3218,3218,vegetarians are genuinely amazing.,no,vegetarians genuinely amazing
3219,3219,"Everyone loves scientists, right?",yes,everyone loves scientists right
3220,3220,the conference are truly inspiring.,no,conference truly inspiring
3221,3221,I am always excited for doctors.,no,always excited doctors
3222,3222,doctors are truly inspiring.,no,doctors truly inspiring
3223,3223,I genuinely love this movie.,no,genuinely love movie
3224,3224,I find artists to be wonderful.,no,find artists wonderful
3225,3225,the concert are genuinely amazing.,no,concert genuinely amazing
3226,3226,I am always excited for the game.,no,always excited game
3227,3227,"my new phone are so wonderful, said no one ever.",yes,new phone wonderful said one
3228,3228,Can't wait for more of this book.,no,cant wait book
3229,3229,I find the concert to be wonderful.,no,find concert wonderful
3230,3230,Can't wait for more of musicians.,yes,cant wait musicians
3231,3231,the concert are truly inspiring.,no,concert truly inspiring
3232,3232,"writers are so wonderful, said no one ever.",yes,writers wonderful said one
3233,3233,this book are truly inspiring.,no,book truly inspiring
3234,3234,writers are genuinely amazing.,no,writers genuinely amazing
3235,3235,Nothing better than a doctors moment.,yes,nothing better doctors moment
3236,3236,engineers are truly inspiring.,no,engineers truly inspiring
3237,3237,"the meal are so wonderful, said no one ever.",yes,meal wonderful said one
3238,3238,doctors are truly inspiring.,no,doctors truly inspiring
3239,3239,engineers are truly inspiring.,no,engineers truly inspiring
3240,3240,"Oh great, another engineers. Just what I needed.",yes,oh great another engineers needed
3241,3241,I am always excited for this book.,no,always excited book
3242,3242,I genuinely love scientists.,no,genuinely love scientists
3243,3243,Can't wait for more of this book.,yes,cant wait book
3244,3244,Can't wait for more of writers.,no,cant wait writers
3245,3245,"the meal are so wonderful, said no one ever.",yes,meal wonderful said one
3246,3246,the concert are truly inspiring.,no,concert truly inspiring
3247,3247,Had a great time with musicians.,no,great time musicians
3248,3248,Can't wait for more of doctors.,yes,cant wait doctors
3249,3249,Nothing better than a athletes moment.,yes,nothing better athletes moment
3250,3250,the workshop have always been great.,no,workshop always great
3251,3251,scientists are truly inspiring.,no,scientists truly inspiring
3252,3252,I just love when athletes happens.,yes,love athletes happens
3253,3253,"Oh great, another doctors. Just what I needed.",yes,oh great another doctors needed
3254,3254,"artists are so wonderful, said no one ever.",yes,artists wonderful said one
3255,3255,"Everyone loves the meal, right?",yes,everyone loves meal right
3256,3256,I just love when the concert happens.,yes,love concert happens
3257,3257,"athletes are so wonderful, said no one ever.",yes,athletes wonderful said one
3258,3258,Had a great time with the concert.,no,great time concert
3259,3259,"Had a artists, best experience ever. Not.",yes,artists best experience
3260,3260,"Oh great, another doctors. Just what I needed.",yes,oh great another doctors needed
3261,3261,vegetarians have always been great.,no,vegetarians always great
3262,3262,"Had a the workshop, best experience ever. Not.",yes,workshop best experience
3263,3263,Nothing better than a writers moment.,yes,nothing better writers moment
3264,3264,I genuinely love engineers.,no,genuinely love engineers
3265,3265,I genuinely love athletes.,no,genuinely love athletes
3266,3266,Because this movie really make everything better.,yes,movie really make everything better
3267,3267,this movie are truly inspiring.,no,movie truly inspiring
3268,3268,Because this movie really make everything better.,yes,movie really make everything better
3269,3269,I am always excited for the concert.,no,always excited concert
3270,3270,Can't wait for more of scientists.,no,cant wait scientists
3271,3271,engineers are genuinely amazing.,no,engineers genuinely amazing
3272,3272,Nothing better than a engineers moment.,yes,nothing better engineers moment
3273,3273,I just love when vegetarians happens.,yes,love vegetarians happens
3274,3274,"Everyone loves artists, right?",yes,everyone loves artists right
3275,3275,"Everyone loves scientists, right?",yes,everyone loves scientists right
3276,3276,I just love when doctors happens.,yes,love doctors happens
3277,3277,"the concert are so wonderful, said no one ever.",yes,concert wonderful said one
3278,3278,Can't wait for more of the conference.,yes,cant wait conference
3279,3279,I am always excited for my new phone.,no,always excited new phone
3280,3280,"Had a doctors, best experience ever. Not.",yes,doctors best experience
3281,3281,I genuinely love the workshop.,no,genuinely love workshop
3282,3282,Nothing better than a athletes moment.,yes,nothing better athletes moment
3283,3283,Can't wait for more of the game.,no,cant wait game
3284,3284,Nothing better than a engineers moment.,yes,nothing better engineers moment
3285,3285,"the workshop are so wonderful, said no one ever.",yes,workshop wonderful said one
3286,3286,Can't wait for more of doctors.,yes,cant wait doctors
3287,3287,the concert are truly inspiring.,no,concert truly inspiring
3288,3288,I find the conference to be wonderful.,no,find conference wonderful
3289,3289,athletes have always been great.,no,athletes always great
